Id,Nombre,Género,Edad,Promedio_Notas,Asistencia_Clases_pct,TP_Entregados_pct,Trabaja,Tipo_Educacion,Año_Cursado,Materias_Aprobadas_Promedio,Demora_Traslado_min,Nivel_Asistencia,Regular,Indice_Compromiso,Categoria_Riesgo
3885,Agustina Medina,Femenino,19,8.33,79.7,50.1,No,Pública,6,0,76,Alta,No,6.49,Sin riesgo
3886,Carla Martínez,Femenino,21,9.17,75.9,60.5,Sí,Privada,1,1,86,Alta,No,6.82,Sin riesgo
3887,Sofía Muñoz,Femenino,20,7.92,87.2,49.9,Sí,Privada,1,3,60,Alta,No,6.86,Sin riesgo
3888,Rodrigo Álvarez,Masculino,30,7.07,90.8,57.0,No,Privada,5,5,11,Alta,No,7.39,Sin riesgo
3889,Valeria Herrera,Femenino,24,4.95,84.3,84.6,No,Pública,6,6,47,Alta,Sí,8.44,Sin riesgo
3890,Lucas Morales,Masculino,26,4.32,72.0,68.7,No,Privada,6,5,35,Baja,No,7.03,Riesgo moderado
3891,Sofía Ramos,Femenino,22,6.67,69.0,62.5,No,Pública,3,4,65,Baja,No,6.58,Riesgo moderado
3892,Valentín Díaz,Masculino,23,4.3,88.6,62.1,Sí,Privada,1,1,26,Alta,No,7.53,Sin riesgo
3893,Paula Sánchez,Femenino,27,7.42,75.9,28.6,Sí,Pública,3,0,66,Alta,No,5.22,Sin riesgo
3894,César Romero,Masculino,29,6.3,85.2,66.8,No,Pública,1,0,32,Alta,No,7.6,Sin riesgo
3895,Eduardo Álvarez,Masculino,29,8.54,94.5,77.5,No,Privada,1,4,29,Alta,Sí,8.6,Sin riesgo
3896,Javier Navarro,Masculino,19,5.83,84.4,48.3,No,Pública,5,0,120,Alta,No,6.64,Sin riesgo
3897,Clara Vega,Femenino,20,7.56,63.9,100.0,Sí,Pública,1,4,69,Baja,No,8.2,Sin riesgo
3898,Camila Álvarez,Femenino,20,7.23,59.4,66.6,Sí,Pública,2,4,36,Baja,No,6.3,Sin riesgo
3899,Hernán Sánchez,Masculino,29,4.03,63.1,96.9,Sí,Pública,3,0,93,Baja,No,8.0,Alto riesgo
3900,Víctor Aguilar,No informado,29,4.43,87.6,48.1,No,Privada,2,5,52,Alta,No,6.78,Sin riesgo
3901,Diego Morales,Masculino,26,5.74,68.5,86.0,No,Pública,1,3,84,Baja,No,7.72,Alto riesgo
3902,Felipe Suárez,Masculino,24,9.29,58.7,77.1,Sí,Pública,1,5,97,Baja,No,6.79,Sin riesgo
3903,Diana Díaz,Femenino,25,4.88,54.9,89.2,Sí,Pública,6,5,110,Baja,No,7.2,Alto riesgo
3904,Elena Cabrera,Femenino,28,8.27,66.4,76.0,No,Pública,5,1,28,Baja,No,7.12,Sin riesgo
3905,Sofía Álvarez,Femenino,27,9.84,56.8,97.8,No,Privada,3,2,85,Baja,No,7.73,Sin riesgo
3906,Sebastián González,Masculino,28,8.74,57.8,100.0,No,Privada,4,1,46,Baja,No,7.89,Sin riesgo
3907,Beatriz Jiménez,Femenino,26,5.46,84.2,87.1,Sí,Pública,1,5,74,Alta,Sí,8.57,Sin riesgo
3908,Carla Ramírez,Femenino,23,9.45,51.0,92.7,No,Pública,1,3,82,Baja,No,7.18,Sin riesgo
3909,Santiago Rivera,Masculino,21,4.56,55.9,82.9,No,Pública,4,6,94,Baja,No,6.94,Alto riesgo
3910,Emilia Ortega,Femenino,29,6.81,2.6,71.5,No,Privada,3,1,96,Baja,No,3.7,Riesgo moderado
3911,Romina Medina,Femenino,18,9.33,92.2,56.4,Sí,Pública,1,4,115,Alta,No,7.43,Sin riesgo
3912,Aldana Ramírez,Femenino,25,7.85,66.5,91.3,No,Pública,3,6,40,Baja,No,7.89,Sin riesgo
3913,Ignacio Rodríguez,Masculino,24,6.48,54.4,68.8,No,Pública,5,4,35,Baja,No,6.16,Riesgo moderado
3914,Beatriz Rodríguez,Femenino,19,5.76,85.2,77.2,Sí,Privada,4,0,31,Alta,Sí,8.12,Sin riesgo
3915,Juan Cabrera,Masculino,25,6.25,68.0,44.8,Sí,Privada,6,4,70,Baja,No,5.64,Riesgo moderado
3916,Valentín Rodríguez,Masculino,29,7.05,52.3,69.8,No,Privada,4,1,87,Baja,No,6.1,Sin riesgo
3917,Carolina Ramos,Femenino,22,5.91,57.9,81.9,No,Privada,2,0,96,Baja,No,6.99,Alto riesgo
3918,Julia Vargas,Femenino,24,9.81,56.9,75.0,No,Pública,6,2,49,Baja,No,6.6,Sin riesgo
3919,Javier Martínez,Masculino,21,9.6,82.3,66.9,No,Pública,2,2,48,Alta,No,7.46,Sin riesgo
3920,César Díaz,Masculino,22,9.22,94.9,53.4,No,Pública,1,5,61,Alta,No,7.42,Sin riesgo
3921,Isabel Molina,Femenino,25,6.53,89.7,58.6,Sí,Privada,3,2,25,Alta,No,7.42,Sin riesgo
3922,Aldana Aguilar,Femenino,18,8.15,97.4,82.0,No,Pública,5,4,59,Alta,Sí,8.97,Sin riesgo
3923,Nicolás Aguilar,Masculino,18,9.42,71.1,53.5,No,Pública,1,0,113,Baja,No,6.23,Sin riesgo
3924,Diego Díaz,Masculino,21,9.1,80.9,77.3,No,Privada,3,0,19,Alta,Sí,7.91,Sin riesgo
3925,Pablo Ramos,Masculino,20,6.49,72.2,75.4,Sí,Pública,2,0,38,Baja,No,7.38,Riesgo moderado
3926,Isabel González,Femenino,30,4.67,62.3,98.2,Sí,Pública,5,1,108,Baja,No,8.02,Alto riesgo
3927,Brenda Ramírez,Femenino,27,4.45,84.0,43.6,No,Pública,2,2,7,Alta,No,6.38,Sin riesgo
3928,Sofía Muñoz,Femenino,29,7.46,93.7,46.5,Sí,Privada,6,4,5,Alta,No,7.01,Sin riesgo
3929,Rodrigo Flores,Masculino,19,7.86,68.6,70.4,Sí,Pública,2,6,28,Baja,No,6.95,Sin riesgo
3930,Valentín Aguilar,Masculino,29,9.1,92.1,100.0,Sí,Pública,4,2,47,Alta,Sí,9.6,Sin riesgo
3931,Rodrigo Rivera,Masculino,20,5.76,71.6,42.4,Sí,Pública,3,0,31,Baja,No,5.7,Riesgo moderado
3932,María Ortega,Femenino,28,5.0,70.1,89.6,No,Pública,1,1,13,Baja,No,7.98,Riesgo moderado
3933,Ignacio Ramos,Masculino,28,6.27,51.4,69.7,No,Privada,4,5,92,Baja,No,6.06,Riesgo moderado
3934,Romina Navarro,Femenino,28,6.12,84.8,60.8,Sí,Pública,6,4,21,Alta,No,7.28,Sin riesgo
3935,Miguel Flores,Masculino,18,4.79,90.4,59.1,No,Pública,3,5,96,Alta,No,7.48,Sin riesgo
3936,Ana Jiménez,Femenino,18,8.03,83.2,91.7,No,Pública,6,1,43,Alta,Sí,8.75,Sin riesgo
3937,Carolina Navarro,Femenino,23,7.05,57.6,51.8,No,Privada,3,1,59,Baja,No,5.47,Sin riesgo
3938,César Cabrera,No informado,22,8.33,55.2,49.6,No,Pública,3,1,72,Baja,No,5.24,Sin riesgo
3939,Tomás Cabrera,Masculino,25,6.12,97.7,52.8,No,Pública,5,5,97,Alta,No,7.52,Sin riesgo
3940,Emilio Ramos,Masculino,19,5.95,70.1,77.5,Sí,Pública,4,1,49,Baja,No,7.38,Riesgo moderado
3941,César Álvarez,Masculino,19,6.84,71.5,88.7,No,Pública,1,4,32,Baja,No,8.01,Riesgo moderado
3942,Gabriela Navarro,Femenino,25,9.26,98.4,59.9,No,Pública,4,3,60,Alta,No,7.92,Sin riesgo
3943,Alejandro Castro,Masculino,29,4.24,86.2,50.4,No,Pública,6,3,105,Alta,No,6.83,Sin riesgo
3944,Isabel Morales,Femenino,23,8.83,70.6,52.6,Sí,Pública,2,1,33,Baja,No,6.16,Sin riesgo
3945,Jimena Molina,Femenino,18,6.21,51.0,77.2,No,Privada,6,4,112,Baja,No,6.41,Riesgo moderado
3946,Julia López,Femenino,21,9.13,51.7,54.8,No,Privada,3,0,120,Baja,No,5.32,Sin riesgo
3947,Gabriela Ortega,Femenino,18,8.81,84.2,92.6,No,Pública,2,6,33,Alta,Sí,8.84,Sin riesgo
3948,Tomás Ramos,Masculino,30,6.09,91.9,46.2,No,Pública,4,0,73,Alta,No,6.91,Sin riesgo
3949,Camila González,No informado,19,8.16,85.4,41.9,Sí,Pública,1,0,15,Alta,No,6.36,Sin riesgo
3950,Verónica Jiménez,Femenino,22,4.96,70.3,45.3,Sí,Privada,2,2,6,Baja,No,5.78,Riesgo moderado
3951,César Suárez,Masculino,25,9.38,51.6,90.7,No,Privada,2,5,72,Baja,No,7.12,Sin riesgo
3952,Luciana Medina,Femenino,25,6.43,98.4,79.1,Sí,Pública,5,2,14,Alta,Sí,8.88,Sin riesgo
3953,Rafael González,Masculino,28,6.73,99.3,97.5,No,Pública,4,3,107,Alta,Sí,9.84,Sin riesgo
3954,Valentina Álvarez,Femenino,20,0.0,77.5,60.2,No,Pública,2,0,112,Alta,No,6.88,Riesgo moderado
3955,Diana González,Femenino,28,8.93,53.5,52.8,No,Pública,4,0,76,Baja,No,5.32,Sin riesgo
3956,Gabriel Jiménez,Masculino,30,5.42,77.0,73.7,No,Privada,1,4,91,Alta,Sí,7.53,Riesgo moderado
3957,Valentín Medina,Masculino,19,7.97,94.6,72.3,No,Pública,2,1,31,Alta,Sí,8.34,Sin riesgo
3958,Lucas Cabrera,Masculino,27,6.35,84.0,75.5,Sí,Pública,1,4,91,Alta,Sí,7.98,Sin riesgo
3959,Sebastián Jiménez,Masculino,28,6.21,86.0,60.9,No,Pública,6,5,116,Alta,No,7.35,Sin riesgo
3960,Marcos Morales,Masculino,23,0.0,54.2,40.4,No,Privada,2,5,102,Baja,No,4.73,Alto riesgo
3961,Emilio Martínez,Masculino,28,6.32,55.3,42.1,No,Privada,3,1,39,Baja,No,4.87,Riesgo moderado
3962,Lucas Álvarez,Masculino,28,6.08,56.4,79.8,No,Pública,5,3,85,Baja,No,6.81,Riesgo moderado
3963,Andrés Rodríguez,Masculino,27,9.02,95.2,71.4,No,Privada,1,6,115,Alta,Sí,8.33,Sin riesgo
3964,Natalia Morales,Femenino,20,4.61,76.3,89.3,No,Privada,5,5,54,Alta,Sí,8.28,Riesgo moderado
3965,Santiago Cabrera,No informado,19,8.06,89.6,58.0,No,Privada,1,1,78,Alta,No,7.38,Sin riesgo
3966,Elena Martínez,Femenino,23,5.49,55.8,88.9,No,Pública,4,3,6,Baja,No,7.24,Alto riesgo
3967,Hernán Díaz,Masculino,28,4.09,96.4,65.5,Sí,Privada,1,6,21,Alta,No,8.1,Sin riesgo
3968,Gabriela Ortega,Femenino,30,5.0,91.1,45.8,Sí,Pública,6,3,99,Alta,No,6.84,Sin riesgo
3969,Santiago Cabrera,Masculino,22,7.64,61.2,98.7,No,Pública,2,5,84,Baja,No,8.0,Sin riesgo
3970,Verónica Ortega,Femenino,27,8.25,93.7,70.7,No,Pública,1,3,28,Alta,Sí,8.22,Sin riesgo
3971,Víctor Muñoz,Masculino,22,4.13,63.2,77.8,No,Pública,3,1,61,Baja,No,7.05,Alto riesgo
3972,Florencia Medina,Femenino,27,4.22,60.3,80.2,Sí,Pública,1,1,75,Baja,No,7.02,Alto riesgo
3973,Jimena García,No informado,30,9.42,63.2,61.7,No,Pública,2,0,87,Baja,No,6.24,Sin riesgo
3974,Diego López,Masculino,22,4.44,95.5,100.0,No,Privada,2,1,20,Alta,Sí,9.78,Sin riesgo
3975,Miguel Medina,Masculino,27,9.37,95.8,92.2,No,Pública,3,5,101,Alta,Sí,9.4,Sin riesgo
3976,Alejandro Vargas,Masculino,19,5.37,66.4,63.2,No,Pública,3,4,40,Baja,No,6.48,Alto riesgo
3977,Florencia Ortega,Femenino,22,8.44,85.3,79.4,Sí,Pública,4,4,49,Alta,Sí,8.24,Sin riesgo
3978,Agustín Vargas,Masculino,20,5.86,83.8,100.0,No,Pública,4,4,14,Alta,Sí,9.19,Sin riesgo
3979,Marcos Álvarez,Masculino,24,9.15,90.3,51.4,No,Pública,4,2,67,Alta,No,7.08,Sin riesgo
3980,Gabriela Vargas,Femenino,23,8.2,64.8,60.0,No,Pública,2,1,47,Baja,No,6.24,Sin riesgo
3981,Diego Rivera,Masculino,21,6.41,75.5,46.5,No,Pública,3,6,55,Alta,No,6.1,Riesgo moderado
3982,Tomás Suárez,Masculino,19,4.46,83.4,76.1,Sí,Pública,6,3,83,Alta,Sí,7.98,Sin riesgo
3983,Marcos Navarro,Masculino,29,8.4,51.3,32.3,No,Pública,1,3,111,Baja,No,4.18,Sin riesgo
3984,Marcos Castro,Masculino,26,7.7,68.8,76.7,No,Pública,4,6,7,Baja,No,7.28,Sin riesgo
3985,Beatriz Romero,Femenino,18,4.02,84.8,50.8,Sí,Pública,6,2,70,Alta,No,6.78,Sin riesgo
3986,Víctor Molina,Masculino,30,4.06,62.6,45.7,No,Pública,5,5,111,Baja,No,5.42,Alto riesgo
3987,Sebastián Vega,Masculino,30,8.85,97.9,90.1,No,Privada,2,5,110,Alta,Sí,9.4,Sin riesgo
3988,Felipe Ramos,Masculino,28,5.56,51.5,58.2,No,Privada,1,1,39,Baja,No,5.48,Alto riesgo
3989,Alejandro Castro,Masculino,21,7.82,97.9,90.0,No,Privada,2,1,95,Alta,Sí,9.4,Sin riesgo
3990,Aldana Rivera,Femenino,18,6.73,75.6,87.1,No,Privada,6,6,73,Alta,Sí,8.14,Riesgo moderado
3991,Andrés González,Masculino,30,9.18,52.4,41.3,No,Pública,4,3,83,Baja,No,4.68,Sin riesgo
3992,Santiago Pérez,Masculino,23,0.0,64.6,54.4,No,Privada,6,0,40,Baja,No,5.95,Alto riesgo
3993,Pablo Torres,Masculino,21,9.98,89.3,72.6,Sí,Pública,6,3,53,Alta,Sí,8.09,Sin riesgo
3994,Carlos Rodríguez,Masculino,22,4.92,87.6,83.1,No,Privada,2,4,101,Alta,Sí,8.54,Sin riesgo
3995,Jimena Castro,Femenino,22,9.18,60.4,21.2,No,Privada,4,5,5,Baja,No,4.08,Sin riesgo
3996,Martín Aguilar,Masculino,26,5.6,59.8,78.5,Sí,Privada,2,6,80,Baja,No,6.92,Alto riesgo
3997,Hernán Flores,Masculino,18,7.54,82.1,62.8,No,Pública,4,5,46,Alta,No,7.24,Sin riesgo
3998,Nicolás Vega,Masculino,30,7.03,72.9,51.1,No,Pública,3,6,45,Baja,No,6.2,Sin riesgo
3999,Sofía Castro,Femenino,19,4.11,89.6,85.6,No,Pública,3,0,77,Alta,Sí,8.76,Sin riesgo
4000,Carolina Vargas,Femenino,30,9.6,51.2,52.4,Sí,Pública,3,4,61,Baja,No,5.18,Sin riesgo
4001,Valentina Rivera,Femenino,23,4.47,80.5,81.7,No,Pública,1,1,120,Alta,Sí,8.11,Sin riesgo
4002,Paula Castro,Femenino,22,8.13,86.5,50.9,No,Pública,3,1,24,Alta,No,6.87,Sin riesgo
4003,Tomás Rodríguez,Masculino,28,8.71,99.7,45.5,No,Privada,5,5,98,Alta,No,7.26,Sin riesgo
4004,Hernán Martínez,Masculino,24,8.77,83.9,100.0,No,Privada,2,3,18,Alta,Sí,9.2,Sin riesgo
4005,Eduardo Flores,Masculino,20,4.81,61.6,57.1,No,Privada,6,5,91,Baja,No,5.94,Alto riesgo
4006,Eduardo Herrera,Masculino,20,6.69,55.4,78.8,Sí,Privada,3,0,97,Baja,No,6.71,Riesgo moderado
4007,Rafael Gómez,Masculino,27,8.98,82.0,49.7,No,Privada,5,5,119,Alta,No,6.58,Sin riesgo
4008,Carolina Cabrera,Femenino,19,5.82,72.9,95.8,Sí,Privada,5,1,110,Baja,No,8.43,Riesgo moderado
4009,Beatriz Castro,Femenino,30,6.81,95.0,73.3,Sí,Pública,2,1,103,Alta,Sí,8.42,Sin riesgo
4010,Florencia Díaz,Femenino,20,5.64,86.3,69.5,Sí,Pública,2,3,56,Alta,No,7.79,Sin riesgo
4011,Marcos Muñoz,Masculino,27,6.78,75.5,66.1,No,Privada,1,2,95,Alta,No,7.08,Riesgo moderado
4012,Ignacio Aguilar,Masculino,18,9.33,70.2,74.0,No,Pública,4,3,58,Baja,No,7.21,Sin riesgo
4013,Valentina González,Femenino,22,6.73,70.2,20.7,No,Pública,3,6,53,Baja,No,4.54,Riesgo moderado
4014,Carlos Medina,Masculino,19,7.34,61.3,99.4,No,Privada,1,4,95,Baja,No,8.04,Sin riesgo
4015,Romina Ortega,Femenino,22,6.42,50.9,73.5,Sí,Pública,1,2,34,Baja,No,6.22,Riesgo moderado
4016,Tomás Gómez,No informado,29,6.76,78.7,42.1,No,Privada,1,1,7,Alta,No,6.04,Riesgo moderado
4017,Martín Navarro,Masculino,28,4.09,60.6,44.4,No,Privada,6,3,16,Baja,No,5.25,Alto riesgo
4018,Juan Jiménez,Masculino,24,5.7,60.4,66.2,No,Pública,4,3,115,Baja,No,6.33,Alto riesgo
4019,Julia García,Femenino,21,6.62,56.3,41.4,Sí,Pública,6,4,35,Baja,No,4.88,Riesgo moderado
4020,Carlos Torres,No informado,20,7.8,59.5,95.5,Sí,Privada,5,2,41,Baja,No,7.75,Sin riesgo
4021,Pablo Rodríguez,Masculino,19,6.7,51.6,40.6,No,Pública,5,5,31,Baja,No,4.61,Riesgo moderado
4022,Beatriz Rivera,Femenino,29,6.03,83.7,74.7,No,Pública,6,1,115,Alta,Sí,7.92,Sin riesgo
4023,Lucas Suárez,Masculino,25,6.33,70.1,97.7,No,Pública,5,3,120,Baja,No,8.39,Riesgo moderado
4024,Verónica Torres,Femenino,30,5.45,78.1,54.3,Sí,Pública,6,4,28,Alta,No,6.62,Riesgo moderado
4025,César Jiménez,Masculino,20,9.55,81.8,55.3,No,Pública,1,1,116,Alta,No,6.86,Sin riesgo
4026,Ignacio García,Masculino,30,7.13,98.6,40.0,No,Pública,3,5,45,Alta,No,6.93,Sin riesgo
4027,Marcos Ramírez,No informado,19,4.08,53.4,44.0,Sí,Privada,6,4,108,Baja,No,4.87,Alto riesgo
4028,Camila Jiménez,Femenino,28,4.12,70.9,42.7,No,Pública,4,4,68,Baja,No,5.68,Riesgo moderado
4029,Felipe Romero,Masculino,21,9.84,62.3,89.4,No,Pública,4,3,15,Baja,No,7.58,Sin riesgo
4030,Natalia Navarro,Femenino,20,5.33,73.8,90.2,No,Privada,1,5,95,Baja,No,8.2,Riesgo moderado
4031,Camila Romero,Femenino,30,8.83,96.0,83.6,Sí,Pública,6,4,77,Alta,Sí,8.98,Sin riesgo
4032,Valentina Vargas,Femenino,18,4.35,86.2,61.2,No,Pública,5,2,20,Alta,No,7.37,Sin riesgo
4033,Martina Torres,Femenino,20,9.53,83.1,89.3,Sí,Privada,3,1,18,Alta,Sí,8.62,Sin riesgo
4034,Damián Martínez,Masculino,29,9.25,72.1,72.4,No,Privada,4,0,51,Baja,No,7.22,Sin riesgo
4035,Juan Molina,Masculino,19,7.43,83.6,58.3,No,Privada,3,1,34,Alta,No,7.09,Sin riesgo
4036,Clara Gómez,Femenino,25,4.05,91.7,66.2,No,Pública,3,6,114,Alta,No,7.9,Sin riesgo
4037,Luisa Vargas,Femenino,23,5.55,79.3,43.9,Sí,Privada,2,2,28,Alta,No,6.16,Riesgo moderado
4038,Ignacio García,Masculino,26,6.44,77.7,96.7,No,Privada,3,5,110,Alta,Sí,8.72,Riesgo moderado
4039,Sebastián González,Masculino,25,6.76,67.3,77.1,Sí,Privada,6,1,17,Baja,No,7.22,Riesgo moderado
4040,Marcos Vargas,Masculino,27,5.79,60.1,83.9,No,Pública,2,3,101,Baja,No,7.2,Alto riesgo
4041,Ana Suárez,Femenino,20,0.0,90.4,80.6,Sí,Pública,1,6,13,Alta,Sí,8.55,Sin riesgo
4042,Valentina Molina,Femenino,22,7.54,52.7,80.1,Sí,Pública,5,1,53,Baja,No,6.64,Sin riesgo
4043,Sebastián Herrera,No informado,24,7.14,53.5,41.0,No,Privada,2,4,30,Baja,No,4.72,Sin riesgo
4044,Valentina Muñoz,Femenino,22,5.7,72.0,71.5,Sí,Pública,3,6,53,Baja,No,7.18,Riesgo moderado
4045,Matías Gómez,Masculino,25,4.23,62.6,89.3,No,Pública,5,6,46,Baja,No,7.6,Alto riesgo
4046,María Flores,Femenino,29,9.97,87.3,42.7,No,Pública,3,5,49,Alta,No,6.5,Sin riesgo
4047,Laura Romero,Femenino,22,6.89,81.7,97.4,No,Pública,3,5,118,Alta,Sí,8.96,Sin riesgo
4048,Javier Medina,Masculino,18,8.54,88.6,65.4,Sí,Privada,2,4,81,Alta,No,7.7,Sin riesgo
4049,Javier Morales,Masculino,22,6.71,66.2,57.4,No,Privada,1,1,25,Baja,No,6.18,Riesgo moderado
4050,Carla López,Femenino,21,4.26,87.0,71.9,Sí,Privada,3,4,33,Alta,Sí,7.94,Sin riesgo
4051,Carlos Cabrera,Masculino,23,5.86,93.1,88.1,No,Pública,6,6,96,Alta,Sí,9.06,Sin riesgo
4052,Carlos Pérez,Masculino,20,5.92,67.3,68.5,No,Pública,2,3,28,Baja,No,6.79,Alto riesgo
4053,Carlos Cabrera,Masculino,28,9.03,67.0,78.7,No,Pública,6,2,81,Baja,No,7.28,Sin riesgo
4054,Martina Suárez,Femenino,22,7.93,95.0,23.3,No,Pública,6,3,46,Alta,No,5.92,Sin riesgo
4055,Aldana Ramos,Femenino,19,5.65,52.5,77.9,No,Pública,3,4,88,Baja,No,6.52,Alto riesgo
4056,Martín Aguilar,Masculino,28,9.81,67.5,48.3,Sí,Privada,6,1,107,Baja,No,5.79,Sin riesgo
4057,Miguel Álvarez,Masculino,24,5.93,55.9,42.3,No,Privada,5,4,75,Baja,No,4.91,Alto riesgo
4058,Marcos García,Masculino,30,9.99,51.4,48.2,No,Pública,1,4,45,Baja,No,4.98,Sin riesgo
4059,Emilio Navarro,Masculino,29,9.98,55.6,57.2,No,Pública,3,4,52,Baja,No,5.64,Sin riesgo
4060,Tomás Morales,Masculino,23,5.15,71.6,55.2,Sí,Pública,6,2,83,Baja,No,6.34,Riesgo moderado
4061,Elena Cabrera,Femenino,22,5.88,84.3,76.9,Sí,Pública,1,1,93,Alta,Sí,8.06,Sin riesgo
4062,Rodrigo Muñoz,Masculino,23,6.92,64.5,100.0,No,Privada,1,4,103,Baja,No,8.22,Riesgo moderado
4063,Sebastián Suárez,Masculino,28,7.98,92.5,42.3,No,Privada,5,4,81,Alta,No,6.74,Sin riesgo
4064,Felipe López,Masculino,24,7.17,71.9,42.1,No,Pública,5,2,47,Baja,No,5.7,Sin riesgo
4065,Brenda González,Femenino,29,9.82,98.4,45.4,No,Pública,4,2,12,Alta,No,7.19,Sin riesgo
4066,Ana Morales,Femenino,22,8.34,97.7,61.2,No,Pública,1,2,89,Alta,No,7.94,Sin riesgo
4067,Julia Pérez,Femenino,18,5.27,88.7,40.4,No,Pública,3,3,67,Alta,No,6.46,Sin riesgo
4068,Camila Rivera,Femenino,25,4.63,96.6,69.6,No,Privada,5,6,67,Alta,No,8.31,Sin riesgo
4069,Bruno Castro,Masculino,21,8.13,85.4,61.6,Sí,Privada,3,5,10,Alta,No,7.35,Sin riesgo
4070,Javier Flores,No informado,26,4.95,94.8,73.3,No,Pública,1,5,78,Alta,Sí,8.4,Sin riesgo
4071,Gabriela Torres,Femenino,27,8.73,61.8,83.2,No,Privada,5,3,117,Baja,No,7.25,Sin riesgo
4072,Alejandro Cabrera,Masculino,29,5.87,67.3,100.0,No,Pública,4,3,56,Baja,No,8.36,Alto riesgo
4073,Daniela Suárez,Femenino,23,5.96,87.6,49.4,No,Pública,1,1,109,Alta,No,6.85,Sin riesgo
4074,Emilia Suárez,Femenino,18,4.06,71.2,56.7,Sí,Pública,3,4,25,Baja,No,6.4,Riesgo moderado
4075,Emilio Muñoz,Masculino,20,8.21,91.9,40.1,No,Pública,4,3,18,Alta,No,6.6,Sin riesgo
4076,Ana Gómez,Femenino,20,4.68,93.9,47.2,No,Pública,1,4,120,Alta,No,7.06,Sin riesgo
4077,Rodrigo Muñoz,Masculino,27,8.64,65.0,85.0,No,Pública,5,2,113,Baja,No,7.5,Sin riesgo
4078,Gabriela Gómez,Femenino,29,6.95,91.2,53.4,No,Privada,6,1,62,Alta,No,7.23,Sin riesgo
4079,Alejandro Gómez,Masculino,29,8.71,57.7,99.7,Sí,Privada,1,1,101,Baja,No,7.87,Sin riesgo
4080,Marcos Gómez,Masculino,21,7.5,66.7,50.1,Sí,Pública,2,5,29,Baja,No,5.84,Sin riesgo
4081,Diego Morales,Masculino,23,4.49,75.9,87.3,No,Privada,3,2,60,Alta,Sí,8.16,Riesgo moderado
4082,Daniela López,Femenino,24,8.59,61.3,82.3,Sí,Pública,5,2,87,Baja,No,7.18,Sin riesgo
4083,Martín Rodríguez,Masculino,27,4.42,79.0,59.3,Sí,Pública,5,6,13,Alta,No,6.92,Riesgo moderado
4084,Agustina González,Femenino,21,6.87,78.9,59.8,No,Privada,2,4,117,Alta,No,6.94,Riesgo moderado
4085,Elena Álvarez,Femenino,23,5.03,60.3,73.8,No,Privada,6,1,115,Baja,No,6.7,Alto riesgo
4086,Jimena Flores,Femenino,28,8.51,89.8,91.1,Sí,Privada,4,1,120,Alta,Sí,9.04,Sin riesgo
4087,Laura Vega,Femenino,18,9.47,90.9,63.2,Sí,Pública,5,2,105,Alta,No,7.71,Sin riesgo
4088,Pablo Jiménez,No informado,25,7.32,65.9,43.7,No,Pública,4,4,104,Baja,No,5.48,Sin riesgo
4089,Camila Muñoz,Femenino,24,7.16,61.6,62.5,Sí,Pública,4,5,40,Baja,No,6.2,Sin riesgo
4090,Clara González,Femenino,28,8.58,93.9,52.4,No,Privada,4,2,61,Alta,No,7.32,Sin riesgo
4091,Valeria Morales,Femenino,28,4.03,91.8,96.4,Sí,Privada,6,5,83,Alta,Sí,9.41,Sin riesgo
4092,Lucas Vega,Masculino,26,9.51,61.5,81.8,No,Privada,1,1,9,Baja,No,7.17,Sin riesgo
4093,Diego Sánchez,Masculino,20,5.18,51.8,43.0,No,Pública,2,1,85,Baja,No,4.74,Alto riesgo
4094,Ana González,Femenino,19,9.9,90.2,57.6,Sí,Privada,3,6,98,Alta,No,7.39,Sin riesgo
4095,Laura Cabrera,Femenino,24,8.42,80.8,43.0,Sí,Privada,2,1,11,Alta,No,6.19,Sin riesgo
4096,Diana Martínez,Femenino,20,8.65,55.0,89.8,No,Privada,1,5,10,Baja,No,7.24,Sin riesgo
4097,Sebastián Sánchez,Masculino,22,7.94,79.4,94.4,No,Pública,2,4,83,Alta,Sí,8.69,Sin riesgo
4098,Sofía Torres,Femenino,18,6.83,72.6,46.7,No,Pública,3,0,56,Baja,No,5.96,Riesgo moderado
4099,Martín Álvarez,Masculino,19,7.43,88.7,66.4,Sí,Pública,1,3,114,Alta,No,7.76,Sin riesgo
4100,Aldana Aguilar,No informado,29,4.28,60.5,95.9,No,Pública,5,3,78,Baja,No,7.82,Alto riesgo
4101,Juan Molina,Masculino,20,7.74,72.7,48.7,No,Pública,1,6,74,Baja,No,6.07,Sin riesgo
4102,María Cabrera,Femenino,21,7.76,57.8,57.5,No,Privada,5,3,110,Baja,No,5.76,Sin riesgo
4103,Carolina Rodríguez,Femenino,24,9.35,97.9,58.3,Sí,Privada,3,3,59,Alta,No,7.81,Sin riesgo
4104,Agustín García,Masculino,30,7.03,88.9,41.8,No,Pública,1,1,120,Alta,No,6.53,Sin riesgo
4105,Eduardo Gómez,Masculino,20,4.46,86.8,42.2,Sí,Privada,3,4,109,Alta,No,6.45,Sin riesgo
4106,Víctor Aguilar,Masculino,26,5.84,84.5,97.2,No,Privada,3,1,81,Alta,Sí,9.08,Sin riesgo
4107,Andrés Aguilar,Masculino,25,7.93,71.2,74.3,No,Privada,6,0,18,Baja,No,7.28,Sin riesgo
4108,Laura Herrera,Femenino,21,0.0,96.2,58.4,No,Privada,2,6,5,Alta,No,7.73,Sin riesgo
